QID Code,Risk ID,Risk Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_181,R_AR_482,"Loss of data confidentiality damages organizational trust, triggers legal liability, and can cause permanent reputational harm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_182,R_AR_483,"Without tested backup and recovery, the organization cannot restore critical data following disruption, causing extended operational paralysis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_182,R_AR_484,"Untested recovery plans often fail during real incidents, significantly extending downtime beyond acceptable business thresholds.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_183,R_AR_485,Dependency on single infrastructure points creates systemic failure risk that can cause complete business continuity breakdown during outages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_183,R_AR_486,Single-region or single-platform architectures cannot meet availability SLAs during regional cloud provider incidents.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_184,R_AR_487,"Unclassified critical data receives inadequate protection, increasing likelihood and impact of unauthorized disclosure or breach.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_184,R_AR_488,"Without ownership assignment, legal and compliance exposure grows as data handling practices diverge from regulatory requirements.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_185,R_AR_489,"Unmanaged sensitive data accumulates over time, increasing breach impact when incidents occur and creating disposal risk.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_185,R_AR_490,Failure to enforce retention schedules exposes the organization to regulatory penalties and legal liability from improper data handling.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_186,R_AR_491,"Without network segmentation, a compromised workload can move laterally across the enterprise, amplifying incident impact catastrophically.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_186,R_AR_492,"Loss of network containment during cyber incidents allows attackers to pivot freely, defeating incident response efforts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_187,R_AR_493,Unsecured external connections expand the attack surface and provide attackers with unauthorized access pathways into cloud infrastructure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_187,R_AR_494,Unencrypted or weakly authenticated integrations enable data interception and man-in-the-middle attacks on business-critical flows.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_188,R_AR_495,"Without automated traffic management, demand surges cause service degradation that violates availability commitments to customers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_188,R_AR_496,Customer-facing and AI services that lack DDoS protection and load balancing fail unpredictably during legitimate peak demand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_189,R_AR_497,"Limited network visibility allows coordinated attacks to proceed undetected for extended periods, amplifying breach impact.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_189,R_AR_498,"Without situational awareness during incidents, response teams operate blind and cannot contain threats effectively.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_189,R_AR_499,Weak hybrid or remote connectivity introduces persistent vulnerabilities at network boundaries exploitable by external and insider threats.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_189,R_AR_500,Connectivity failures in hybrid environments cause operational disruption that can cascade to cloud-hosted business services.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_190,R_AR_501,"Without automated identity governance, unauthorized actors gain control of critical cloud infrastructure through stale or excessive accounts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_190,R_AR_502,Privilege misuse—including insider threats—leads to systemic compromise when identity governance has gaps in coverage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_191,R_AR_503,"Unmonitored privileged accounts are exploited by insider threats, causing infrastructure integrity compromise with delayed detection.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_191,R_AR_504,"Without session recording, malicious administrative activity goes undetected and cannot be investigated after the fact.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_192,R_AR_505,"Exposed long-lived API credentials enable automated exploitation at scale, allowing attackers to interact with systems without detection.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_192,R_AR_506,Large-scale unauthorized system interaction through compromised machine identities can lead to data exfiltration and service disruption.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_193,R_AR_507,"Accumulated excessive permissions expand blast radius during breaches, enabling attackers to access far more systems than necessary.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_193,R_AR_508,Privilege creep over time violates least-privilege principles and increases breach impact through escalated access pathways.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_194,R_AR_509,"Account takeover through weak authentication affects multiple cloud infrastructure layers simultaneously, enabling broad system compromise.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_194,R_AR_510,Loss of operational control during security incidents caused by compromised admin accounts can prevent effective incident response.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_195,R_AR_511,Hidden infrastructure failures escalate into major outages when monitoring gaps prevent early detection and automated response.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_195,R_AR_512,Reduced reliability of enterprise services occurs when monitoring tools lack coverage across all infrastructure layers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_196,R_AR_513,Slow incident response without defined processes amplifies business impact and extends recovery timelines unnecessarily.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_196,R_AR_514,"Without post-incident reviews, the same failures recur because root causes are never formally identified and resolved.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_197,R_AR_515,Uncontrolled configuration changes introduce systemic vulnerabilities and cause unplanned service disruptions across cloud infrastructure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_197,R_AR_516,"Without drift detection, manual configuration deviations from approved baselines persist undetected until failures occur.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_198,R_AR_517,"Without comprehensive log retention, investigations into breaches or failures lack the traceability needed to determine root cause.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_198,R_AR_518,"Compliance audit failures result when log retention does not meet regulatory requirements (e.g., 1-year minimum for SOC 2).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_199,R_AR_519,"Without continuous improvement programs, recurring infrastructure failures erode operational reliability and team confidence.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_199,R_AR_520,Increasing operational risk exposure over time is inevitable when operational practices are not formally reviewed and evolved.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_200,R_AR_521,Single points of failure in infrastructure cause enterprise-wide system outages that violate service availability commitments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_200,R_AR_522,Failure to meet SLAs during availability incidents damages customer trust and can trigger contractual penalties.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_201,R_AR_523,"Recovery strategies that have never been tested frequently fail during real disaster events, extending business interruption dramatically.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_201,R_AR_524,Undocumented or untested recovery procedures create uncertainty about recovery timelines during actual incidents.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_202,R_AR_525,Manual recovery dependencies extend downtime during disasters because human response time cannot match automated failover speed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_202,R_AR_526,Data and service inconsistency result from delayed failover that allows in-flight transactions to complete in degraded state.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_203,R_AR_527,Organizational confusion during crisis response due to undefined roles and communication paths amplifies and extends incident impact.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_203,R_AR_528,Reputational and financial damage increases when outage communication to customers and regulators is delayed or inconsistent.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_204,R_AR_529,Infrastructure that is never tested against modern disruption scenarios cannot demonstrate readiness and is likely to fail when needed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_204,R_AR_530,Increased likelihood of catastrophic failure results when resilience testing does not keep pace with evolving threat landscape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_205,R_AR_531,Uncontrolled financial exposure from unchecked cloud growth can rapidly exhaust budgets and destabilize strategic financial planning.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_205,R_AR_532,Budget instability from unexpected cloud costs forces reactive cost-cutting that can disrupt planned strategic technology initiatives.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_206,R_AR_533,Resource sprawl from orphaned or idle cloud assets increases operational risk while wasting budget that could fund strategic initiatives.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_206,R_AR_534,Wasteful infrastructure investment diverts funds from innovation and creates an oversized attack surface of unmanaged resources.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_207,R_AR_535,Unconstrained auto-scaling during demand events can generate unexpected cost spikes that exhaust monthly budgets in hours.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_207,R_AR_536,"Forced service limitations due to budget constraints arise when scaling costs are not bounded, requiring emergency throttling.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_208,R_AR_537,Lack of cost ownership drives inefficient cloud usage as teams have no incentive to optimize when costs are pooled centrally.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_208,R_AR_538,Conflict between operational needs and financial priorities escalates when teams do not see or control their own cloud spending.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_209,R_AR_539,Unsustainable dependency on a single cloud vendor's proprietary services creates strategic lock-in that increases costs over time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR_209,R_AR_540,Reduced flexibility for future technology strategy results when infrastructure decisions are made without evaluating long-term lock-in risk.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
