QID Code,Domain,Department,Category,Cluster,Question Text,Response Type,Trigger Points,Is Universal
AR_01,General,AI Engineering,agents_and_agent_orchestration,Cluster 5 — Operational & Infrastructure Risk,Do you have a strategy for token expiry versus long-running AI tasks?,Yes | No | Partial | Not Applicable,,0
AR_414,General,Ethics & Responsible AI,bias_fairness_discrimination,Cluster 3 — Responsible AI & Ethics,"For high-impact AI models (e.g., credit, hiring, customer treatment), do you test performance and error rates across key demographic groups and remediate when one group is consistently disadvantaged?",Yes | Partial | No | Not Applicable,,
AR_415,General,Risk & Security,fraud_misuse_abuse,Cluster 5 — Operational & Infrastructure Risk,"Are employees explicitly restricted and monitored from using AI tools (internal or external) with material non-public information (MNPI) or trade secrets, with training and surveillance designed to detect and respond to misuse?",Yes | Partial | No | Not Applicable,,
AR_416,General,Ethics & Responsible AI,bias_fairness_discrimination,Cluster 3 — Responsible AI & Ethics,"For AI used in recruiting or triage (e.g., CV screening, case prioritisation), do you test for disparate impact across protected groups and adjust models or decision rules when bias is detected?",Yes | Partial | No | Not Applicable,,
AR_417,General,Governance & Compliance,ai_governance_framework,"Cluster 4 — Governance, Compliance & Legal","Do AI oversight bodies (e.g., AI committee, ethics lead, model risk lead) have (a) clearly defined authority to pause or stop deployments, (b) sufficient resourcing to review high-risk systems, and (c) regular reporting into the Board or equivalent?",Yes | Partial | No,,
AR_418,General,Governance & Compliance,board_executive_oversight,"Cluster 4 — Governance, Compliance & Legal","Has the Board formally approved an AI strategy and risk appetite, and does it receive regular, candid reporting on AI risk exposure, incidents, and remediation progress?",Yes | Partial | No,,
AR_419,General,Governance & Compliance,ai_governance_framework,"Cluster 4 — Governance, Compliance & Legal","Are AI oversight roles and committees independent from product and growth incentives (e.g., separate reporting lines, conflict-of-interest rules), and are executive KPIs balanced between AI growth and safe, compliant deployment?",Yes | Partial | No,,
AR_420,General,Risk & Security,third_party_vendor_supply_chain,Cluster 5 — Operational & Infrastructure Risk,"Before training or fine-tuning models on internal or customer data, do you require governance approval and confirm that third-party providers (e.g., API vendors) are contractually barred from using your inputs to train their public base models?",Yes | Partial | No | Not Applicable,,
AR_421,General,IT Infrastructure,incident_response_recovery,Cluster 5 — Operational & Infrastructure Risk,"Do you have a defined process to identify AI-related incidents (e.g., safety, discrimination, privacy), assess reportability, and notify regulators or clients within required timelines, with links to DPIA or AI impact assessments where applicable?",Yes | Partial | No | Not Applicable,,
AR_422,General,IT Infrastructure,incident_response_recovery,Cluster 5 — Operational & Infrastructure Risk,"Are robotics incidents independently investigated from safety, legal, technological, union, and community perspectives, and are results transparently communicated to stakeholders and regulators as required?",Yes | Partial | No | Not Applicable,,
AR_423,General,Governance & Compliance,accountability_responsibility_assignment_formal,Cluster 3 — Responsible AI & Ethics,"Has the organisation defined a responsibility allocation framework specifying how AI lifecycle responsibilities are distributed across the organisation, partners, suppliers, and customers — documented at the level of individual AI systems with named accountable parties per responsibility type — and actively maintained by a designated owner with updates when relationships, new AI deployments, or regulatory obligations change?","Yes – Framework Defined, System-Level Granularity & Actively Maintained | Partial – Framework Exists but Lacks Granularity or Is Poorly Maintained | No – No Responsibility Allocation Framework",,
AR_424,General,Risk & Security,third_party_vendor_supply_chain,Cluster 5 — Operational & Infrastructure Risk,"Are AI lifecycle responsibility allocations reflected in legally binding instruments (contracts, SAs, DPAs, customer terms) specifying each party's accountability for AI outcomes, incident notifications, audit rights, and remediation — with shared accountability boundaries explicitly defined and agreed, including incident attribution processes and escalation for disputed cases?",Yes – Contractually Enforced & Shared Boundaries Defined | Partial – Contractual Coverage Exists but Shared Boundaries or Key Terms Missing | No – Responsibility Allocations Not Contractually Enforced,,
AR_425,General,Risk & Security,third_party_vendor_supply_chain,Cluster 5 — Operational & Infrastructure Risk,"Has the organisation established a documented process for assessing AI-relevant suppliers prior to onboarding and at defined intervals — evaluating AI-specific governance dimensions (data quality, model transparency, bias controls, safety testing, incident response, regulatory compliance) and jurisdictional risks — with assessment currency tracked per supplier and stale assessments triggering a defined escalation process?","Yes – Process Established, AI Dimensions Covered, Jurisdictions Assessed & Currency Tracked | Partial – Process Exists but AI Dimensions, Jurisdictions, or Currency Tracking Incomplete | No – No Supplier Responsible AI Assessment Process",,
AR_426,General,Risk & Security,third_party_vendor_supply_chain,Cluster 5 — Operational & Infrastructure Risk,"Does the organisation maintain a current governed inventory of all AI-relevant suppliers — with each supplier's contribution type, criticality tier, assessment status, and contract review date recorded — and do supplier contracts include binding AI-specific obligations covering data governance, model documentation, incident notification timelines, audit rights, and consequences for non-compliance?",Yes – Inventory Maintained & Contracts Include AI-Specific Obligations | Partial – Inventory Exists or Contracts Partially Compliant but Both Not Fully in Place | No – No Supplier Inventory or AI-Specific Contract Obligations,,
AR_427,General,Risk & Security,third_party_vendor_supply_chain,Cluster 5 — Operational & Infrastructure Risk,"Does the organisation monitor ongoing supplier performance against responsible AI requirements — tracking changes to AI governance practices, regulatory compliance status, incident history, and material component changes — with findings used to trigger reassessment, contract review, or remediation where non-conformance or deterioration is identified?",Yes – Ongoing Monitoring in Place & Findings Drive Action | Partial – Monitoring Exists but Findings Not Systematically Actioned | No – No Ongoing Supplier Performance Monitoring,,
AR_428,General,Risk & Security,third_party_vendor_supply_chain,Cluster 5 — Operational & Infrastructure Risk,"Where AI systems incorporate externally developed models, datasets, or AI components, has the organisation assessed and documented known limitations, biases, data provenance, licensing constraints, and downstream deployment restrictions — with these communicated to all individuals operating the systems, operationally enforced through intended use documentation and deployment controls, and reviewed when components are materially updated?",Yes – Risks Documented & Operationally Enforced | Partial – Documented but Not Communicated or Enforced Operationally | No – Not Assessed or Documented | Not Applicable,,
AR_429,General,Risk & Security,third_party_vendor_supply_chain,Cluster 5 — Operational & Infrastructure Risk,"Does the organisation require AI-relevant suppliers to disclose all AI-relevant subcontractors or subprocessors — maintaining a current subprocessor register, providing advance notification before engaging new subprocessors, flowing down responsible AI obligations, and granting the organisation the right to object to or review material subcontracting arrangements affecting AI system risk?",Yes – Subprocessor Transparency & Flow-Down Requirements Fully in Place | Partial – Some Requirements in Place but Incomplete | No – No Subprocessor Disclosure Requirements,,
AR_430,General,Risk & Security,third_party_vendor_supply_chain,Cluster 5 — Operational & Infrastructure Risk,"Do contracts with AI-relevant suppliers require advance notification of material changes to AI models, datasets, training methods, deployment architecture, or safety controls — with defined notification timelines proportionate to change materiality, a review window before continued reliance, and a documented process for assessing whether the change affects risk classification or intended use specifications?","Yes – Notification Requirements, Review Window & Impact Assessment Process All Defined | Partial – Some Requirements Defined but Others Missing | No – No Supplier Change Notification Requirements",,
AR_431,General,Risk & Security,third_party_vendor_supply_chain,Cluster 5 — Operational & Infrastructure Risk,"Has the organisation assessed and documented exit and transition risks for critical AI-relevant supplier relationships — covering technical dependencies, data portability rights, model replacement feasibility, business continuity during transition, and contractual provisions for responsible disengagement — assessed prior to onboarding and reviewed when dependency criticality changes materially?",Yes – Exit Risks Assessed & Contractual Provisions in Place | Partial – Partially Assessed or Contractual Provisions Incomplete | No – Exit Risks Not Assessed,,
AR_432,General,Governance & Compliance,risk_management_liability_insurance,"Cluster 4 — Governance, Compliance & Legal","Has the organisation assessed concentration risk across AI-relevant supplier relationships — identifying where dependency on a single supplier, platform, or foundation model creates aggregate risk to multiple AI systems simultaneously — with concentration thresholds defined, threshold breaches triggering risk treatment, and diversification or contingency options evaluated?","Yes – Concentration Risk Assessed, Thresholds Defined & Contingency Options Evaluated | Partial – Concentration Risk Identified but Thresholds or Contingency Incomplete | No – Concentration Risk Not Assessed",,
AR_433,General,Governance & Compliance,stakeholder_communication_disclosure,Cluster 3 — Responsible AI & Ethics,"Has the organisation established a documented process for identifying and incorporating customer expectations relevant to responsible AI use (transparency, explainability, fairness, oversight, recourse) — with findings formally documented, used to inform AI system design and governance — and reviewed at defined intervals or when feedback, system changes, or regulatory requirements indicate a need to update?","Yes – Customer Expectations Formally Captured, Used to Inform Governance & Actively Maintained | Partial – Captured but Rarely Reviewed or Not Used to Inform Governance | No – No Formal Process to Capture Customer Expectations",,
AR_434,General,Governance & Compliance,stakeholder_communication_disclosure,Cluster 3 — Responsible AI & Ethics,"Does the organisation define and implement customer-facing AI disclosures — specifying AI involvement, limitations, conditions under which reliance is inappropriate, and recourse mechanisms — expressed in plain language appropriate to the customer population, provided proactively at or before the point of interaction, and reviewed and updated when AI system capabilities or limitations change materially?","Yes – Disclosures Defined, Plain Language, Proactive & Maintained | Partial – Disclosures Exist but Not Plain Language, Reactive, or Rarely Updated | No – No Customer-Facing AI Disclosures",,
AR_435,General,Ethics & Responsible AI,human_oversight_intervention,Cluster 3 — Responsible AI & Ethics,"Does the organisation implement a documented mechanism enabling customers to raise concerns or query AI system outputs — with defined response timelines, designated accountability, and records retained — and where AI systems inform high-stakes individual decisions (credit, insurance, employment, healthcare, service eligibility), is a right-to-human-review mechanism in place with defined timelines and records?",Yes – Complaint Mechanism & Human Review Right Both Implemented | Partial – Complaint Mechanism Exists but Human Review Right Absent or Incomplete | No – No Customer Query or Complaint Mechanism | Not Applicable,,
AR_436,General,Governance & Compliance,meta_cognitive_meta_governance,"Cluster 4 — Governance, Compliance & Legal","Does the organisation systematically capture, investigate, and analyse customer feedback and complaints related to AI system outputs — with findings used to identify governance gaps, inform system improvements, trigger risk reassessment where harm or fairness concerns are indicated, and reported to management review as a standing agenda item?",Yes – Systematic Analysis & Findings Formally Integrated into Governance | Partial – Captured but Analysis Informal or Not Formally Integrated | No – Not Systematically Captured or Analysed,,
AR_437,General,Risk & Security,third_party_vendor_supply_chain,Cluster 5 — Operational & Infrastructure Risk,What proportion of AI-relevant supplier relationships currently have a documented responsible AI governance assessment on file conducted or refreshed within the organisation's defined assessment cadence?,90–100% – Near Full Coverage | 70–89% – Majority Assessed | 50–69% – Partial Coverage | Below 50% – Insufficient Coverage,,
AR_438,General,Governance & Compliance,stakeholder_communication_disclosure,Cluster 3 — Responsible AI & Ethics,What proportion of customer-facing AI systems have disclosure materials that have been reviewed and confirmed current within the organisation's defined review cadence?,90–100% – Near Full Coverage | 70–89% – Majority Reviewed | 50–69% – Partial Coverage | Below 50% – Insufficient Coverage,,
AR_439,General,Governance & Compliance,meta_cognitive_meta_governance,"Cluster 4 — Governance, Compliance & Legal","How would you characterise the volume and governance status of customer complaints, queries, or escalations related to AI system outputs or decisions received in the current review period?","All Complaints Received, Investigated & Resolved – Patterns Formally Reviewed | Complaints Received & Investigated but No Formal Pattern Analysis | Complaints Received but Investigation Incomplete | No Complaints Received and No Confidence in Reporting Culture",,
AR_440,General,Governance & Compliance,accountability_responsibility_assignment_formal,Cluster 3 — Responsible AI & Ethics,"What proportion of third-party AI relationships — including supplier, partner, and customer-operator relationships — have responsibility allocations reflected in binding contractual instruments reviewed within the organisation's defined contract review cadence?",90–100% – Near Full Contractual Coverage | 70–89% – Majority Covered | 50–69% – Partial Coverage | Below 50% – Material Accountability Gaps,,
AR_441,General,Governance & Compliance,meta_cognitive_meta_governance,"Cluster 4 — Governance, Compliance & Legal","How would you assess the overall state of third-party and customer relationship governance in the current review period — including supplier non-conformances, assessment findings, customer complaint trends, disputed responsibility attributions, and outstanding contractual remediation actions?",Well Governed – No Material Issues or All Issues Tracked with Remediation Plans | Minor Issues Identified & Being Managed | Moderate Issues with Some Unresolved Items | Significant Governance Gaps or Unresolved Material Issues,,
AR_B_1,Banking,Strategy & Finance,customer_user_impact,Cluster 7 — Business Impact & Sustainability,Does the bank’s AI-powered chatbot resolve your query fully without escalation to a human agent?,Yes | No | Partial | Not Applicable,Partial | No,
AR_B_2,Banking,Ethics & Responsible AI,bias_fairness_discrimination,Cluster 3 — Responsible AI & Ethics,"Does the AI personalize product recommendations (loans, savings, cards) based on your financial profile without bias?",Yes | No | Partial | Not Applicable,Partial | No,
AR_B_3,Banking,Ethics & Responsible AI,human_oversight_intervention,Cluster 3 — Responsible AI & Ethics,Are AI-triaged complaints escalated to the correct human team within regulatory SLA timeframes?,Yes | No | Partial | Not Applicable,Partial | No,
AR_B_4,Banking,Strategy & Finance,customer_user_impact,Cluster 7 — Business Impact & Sustainability,Does the bank’s AI interface meet accessibility standards (WCAG 2.1 AA) for customers with disabilities?,Yes | No | Partial | Not Applicable,Partial | No,
AR_B_5,Banking,Risk & Security,fraud_misuse_abuse,Cluster 5 — Operational & Infrastructure Risk,Does the AI fraud detection system notify customers in real time and allow instant card freeze via the app?,Yes | No | Partial | Not Applicable,Partial | No,
AR_B_6,Banking,Governance & Compliance,ai_system_inventory_register,"Cluster 4 — Governance, Compliance & Legal","Does the bank maintain a living AI model inventory with version control, performance metrics, and retirement schedules?",Yes | No | Partial | Not Applicable,Partial | No,
AR_B_7,Banking,Cybersecurity,ai_system_security_adversarial_risk,Cluster 5 — Operational & Infrastructure Risk,Are AI services integrated with Open Banking APIs secured with OAuth 2.0 and monitored for anomalous access patterns?,Yes | No | Partial | Not Applicable,Partial | No,
AR_B_8,Banking,Ethics & Responsible AI,explainability_transparency,Cluster 3 — Responsible AI & Ethics,Can the bank’s AI credit scoring model provide an explainable reason code for every declined application?,Yes | No | Partial | Not Applicable,Partial | No,
AR_B_9,Banking,Governance & Compliance,legal_regulatory_compliance,"Cluster 4 — Governance, Compliance & Legal",Does the AI-powered KYC process complete identity verification within regulatory timeframes while minimizing false positives?,Yes | No | Partial | Not Applicable,Partial | No,
AR_B_10,Banking,Governance & Compliance,policies_procedures_documentation,"Cluster 4 — Governance, Compliance & Legal","Is the use of generative AI (e.g., LLMs for document summarization, customer queries) subject to a formal AI acceptable use policy?",Yes | No | Partial | Not Applicable,Partial | No,
AR_B_11,Banking,IT Infrastructure,cloud_provider_technical_environment,Cluster 5 — Operational & Infrastructure Risk,Are AI/ML models deployed on cloud infrastructure using immutable pipelines with security scanning at every stage?,Yes | No | Partial | Not Applicable,Partial | No,
AR_B_12,Banking,Governance & Compliance,audit_assurance_review,"Cluster 4 — Governance, Compliance & Legal",Does the AI-powered transaction monitoring system produce audit-ready Suspicious Activity Reports (SARs) with explainable risk scores?,Yes | No | Partial | Not Applicable,Partial | No,
AR_B_13,Banking,Governance & Compliance,ai_impact_assessment,Cluster 3 — Responsible AI & Ethics,Does the bank conduct AI-specific data protection impact assessments (DPIAs) for all customer-facing AI systems?,Yes | No | Partial | Not Applicable,Partial | No,
AR_B_14,Banking,AI Engineering,model_validation_testing,Cluster 1 — AI Technical & Model Integrity,"Are all AI models subject to independent model validation, including stress testing, sensitivity analysis, and out-of-sample performance review?",Yes | No | Partial | Not Applicable,Partial | No,
AR_B_15,Banking,Governance & Compliance,legal_regulatory_compliance,"Cluster 4 — Governance, Compliance & Legal",Does the bank ensure AI-generated financial guidance to customers meets FCA Consumer Duty fair outcomes obligations?,Yes | No | Partial | Not Applicable,Partial | No,
AR_B_16,Banking,AI Engineering,model_performance_reliability,Cluster 1 — AI Technical & Model Integrity,Does the AI sanctions and PEP screening tool achieve a <0.5% false negative rate with audit-ready match disposition records?,Yes | No | Partial | Not Applicable,Partial | No,
AR_B_17,Banking,Ethics & Responsible AI,bias_fairness_discrimination,Cluster 3 — Responsible AI & Ethics,Has the bank conducted an independent algorithmic bias audit across demographic groups for all AI lending models?,Yes | No | Partial | Not Applicable,Partial | No,
AR_B_18,Banking,General,business_process_integration,Cluster 5 — Operational & Infrastructure Risk,Are AI-dependent banking services included in the bank’s operational resilience important business service (IBS) mapping?,Yes | No | Partial | Not Applicable,Partial | No,
AR_B_19,Banking,Human Resources,staff_training_ai_literacy,Cluster 6 — Workforce & Organizational Change,"Have all customer-facing banking staff completed mandatory AI literacy training covering AI limitations, bias, and escalation protocols?",Yes | No | Partial | Not Applicable,Partial | No,
AR_B_20,Banking,Ethics & Responsible AI,human_oversight_intervention,Cluster 3 — Responsible AI & Ethics,Do relationship managers and analysts have clear authority and documented procedures to override AI-generated credit or risk decisions?,Yes | No | Partial | Not Applicable,Partial | No,
AR_B_21,Banking,Ethics & Responsible AI,ethical_use_principles,Cluster 3 — Responsible AI & Ethics,Has the bank established an AI ethics framework embedded in performance objectives for relevant staff?,Yes | No | Partial | Not Applicable,Partial | No,
AR_B_22,Banking,IT Infrastructure,incident_response_recovery,Cluster 5 — Operational & Infrastructure Risk,"Does the bank have a tested AI-specific incident response playbook covering model failure, bias discovery, and data poisoning scenarios?",Yes | No | Partial | Not Applicable,Partial | No,
AR_B_23,Banking,Risk & Security,third_party_vendor_supply_chain,Cluster 5 — Operational & Infrastructure Risk,"Is there a formal AI-specific due diligence process for third-party AI vendors, including model validation and exit strategy?",Yes | No | Partial | Not Applicable,Partial | No,
AR_B_24,Banking,AI Engineering,model_monitoring_drift_management,Cluster 1 — AI Technical & Model Integrity,"Does the bank operate a real-time AI performance monitoring dashboard visible to compliance, risk, and operations teams?",Yes | No | Partial | Not Applicable,Partial | No,
AR_ED_1,Education,AI Engineering,model_performance_reliability,Cluster 1 — AI Technical & Model Integrity,"Does the AI adaptive learning platform adjust content and pacing based on individual student performance data using documented, validated personalisation logic, and are the data sources, algorithmic criteria, and update triggers disclosed in plain language to students and—where the student is under 18—to parents or guardians?",Yes | Partial | No | Not Applicable,,
AR_ED_2,Education,AI Engineering,model_performance_reliability,Cluster 1 — AI Technical & Model Integrity,"Are AI intelligent tutoring systems evaluated against defined pedagogical effectiveness benchmarks—covering accuracy, learning-style adaptability, and ability-level differentiation—before deployment to students, with validation evidence reviewed by qualified educators and results retained for inspection?",Yes | Partial | No | Not Applicable,,
AR_ED_3,Education,Ethics & Responsible AI,bias_fairness_discrimination,Cluster 3 — Responsible AI & Ethics,"Does the AI early-intervention system used to identify at-risk students use validated, bias-tested indicators (evaluated across ethnicity, gender, disability, FSM eligibility, and EAL status), and are all AI-generated at-risk flags reviewed and approved by a qualified pastoral or welfare professional before any intervention action is taken?",Yes | Partial | No | Not Applicable,,
AR_ED_4,Education,Governance & Compliance,ai_governance_framework,"Cluster 4 — Governance, Compliance & Legal","Has the institution published a clear, age-appropriate AI Acceptable Use Policy for students that covers permitted and prohibited uses, academic integrity obligations, data privacy rights, critical evaluation of AI-generated content, and consequences for misuse—and is the policy reviewed at least annually and following material changes in available AI tools?",Yes | Partial | No | Not Applicable,,
AR_ED_5,Education,Governance & Compliance,legal_regulatory_compliance,"Cluster 4 — Governance, Compliance & Legal","Do all AI-powered learning tools meet WCAG 2.1 AA accessibility standards, have they been tested with students with a range of SEND needs (including visual, cognitive, motor, and communication impairments) before deployment, and is a documented remediation process in place when accessibility gaps are identified post-deployment?",Yes | Partial | No | Not Applicable,,
AR_ED_6,Education,Governance & Compliance,audit_assurance_review,"Cluster 4 — Governance, Compliance & Legal","Does the institution use only AI academic-misconduct detection tools with published or independently verified false-positive rates, and is there a documented, transparent appeals process—accessible to all students—that ensures no academic penalty is applied based solely on an AI flag without human review?",Yes | Partial | No | Not Applicable,,
AR_ED_7,Education,Governance & Compliance,ai_governance_framework,"Cluster 4 — Governance, Compliance & Legal","Has the institution adopted a documented assessment-design strategy that incorporates AI-resilient elements—such as oral examinations, in-class tasks, process portfolios, and iterative reflective work—to reduce over-reliance on AI detection tools and maintain authentic assessment of student learning?",Yes | Partial | No | Not Applicable,,
AR_ED_8,Education,Governance & Compliance,ai_governance_framework,"Cluster 4 — Governance, Compliance & Legal","Is there a documented institutional policy governing educator and assessor use of AI tools in assessment design, marking, and feedback, that specifies which uses are permitted, requires disclosure to students when AI has materially contributed to grading decisions, and is subject to annual review by academic governance?",Yes | Partial | No | Not Applicable,,
AR_ED_9,Education,Governance & Compliance,legal_regulatory_compliance,"Cluster 4 — Governance, Compliance & Legal","Do AI content moderation systems deployed on institution-managed platforms comply with the UK Online Safety Act, the ICO Age-Appropriate Design Code (Children's Code), and relevant safeguarding obligations, with a documented escalation pathway to the Designated Safeguarding Lead (DSL) for content that meets or may meet a safeguarding threshold?",Yes | Partial | No | Not Applicable,,
AR_ED_10,Education,Ethics & Responsible AI,human_oversight_intervention,Cluster 3 — Responsible AI & Ethics,"Are AI-powered student mental health and wellbeing tools subject to clinical governance oversight by a qualified mental health lead, with a documented and tested crisis-escalation pathway to a human counsellor or safeguarding professional within defined time thresholds, and are safety performance reviews conducted at least termly?",Yes | Partial | No | Not Applicable,,
AR_ED_11,Education,Data & Privacy,privacy_personal_data_protection,"Cluster 2 — Data, Privacy & Information Assets","Is any AI system that monitors student behaviour, attendance, location, or digital engagement subject to a completed and documented DPIA, a necessity and proportionality assessment demonstrating that less privacy-intrusive alternatives are not reasonably available, and clear disclosure to students and—where under 18—to parents or guardians, prior to deployment?",Yes | Partial | No | Not Applicable,,
AR_ED_12,Education,Ethics & Responsible AI,bias_fairness_discrimination,Cluster 3 — Responsible AI & Ethics,"Has the institution commissioned or conducted an independent equity audit of AI systems used in student assessment, progression, or intervention, testing for performance disparities across protected characteristics (including ethnicity, gender, disability, and socioeconomic background as proxied by FSM eligibility), with findings reported to the governing body and tracked to remediation?",Yes | Partial | No | Not Applicable,,
AR_ED_13,Education,Ethics & Responsible AI,explainability_transparency,Cluster 3 — Responsible AI & Ethics,"Does the AI system used for SEND identification or support produce intelligible, evidence-based explanations for each recommendation (including the data inputs and weighting factors used), and are all AI-generated SEND referrals reviewed and confirmed by a qualified SENCO before any formal identification, plan, or intervention is initiated?",Yes | Partial | No | Not Applicable,,
AR_ED_14,Education,Data & Privacy,privacy_personal_data_protection,"Cluster 2 — Data, Privacy & Information Assets","Does the institution conduct an AI-specific Data Protection Impact Assessment (DPIA) for every AI system that processes student personal data—including special-category data such as SEND, health, or biometric data—with written sign-off from the Data Protection Officer or data protection lead required before deployment and when the system or data flows change materially?",Yes | Partial | No | Not Applicable,,
AR_ED_15,Education,Risk & Security,third_party_vendor_supply_chain,Cluster 5 — Operational & Infrastructure Risk,"Does the institution operate a formal, documented AI-specific due diligence process for EdTech vendors that covers: a current Data Processing Agreement with explicit student-data use restrictions; evidence of model validation and bias testing; a contractual prohibition on using student data to train commercial models; data portability and exit provisions; and incident notification timelines—with re-assessment at contract renewal?",Yes | Partial | No | Not Applicable,,
AR_ED_16,Education,Governance & Compliance,legal_regulatory_compliance,"Cluster 4 — Governance, Compliance & Legal","Can the institution provide documentary evidence—suitable for presentation to OfSTED, OfS, or equivalent regulatory inspectors—that all AI systems classified as high-risk under applicable regulation (including EU AI Act Annex III categories covering educational assessment and access to education) are registered in the institution's AI inventory, governed under a formal framework, and subject to documented, ongoing performance monitoring?",Yes | Partial | No | Not Applicable,,
AR_ED_17,Education,Governance & Compliance,stakeholder_communication_disclosure,Cluster 3 — Responsible AI & Ethics,"Are parents and guardians of students under 18 provided with clear, plain-language information about each AI system used in their child's education—including its purpose, the data it uses, and how it influences decisions—and are meaningful, practical opt-out or consent mechanisms available and communicated at enrolment and whenever a new AI system is introduced?",Yes | Partial | No | Not Applicable,,
AR_ED_18,Education,Governance & Compliance,board_executive_oversight,"Cluster 4 — Governance, Compliance & Legal","Has the institution established a board-approved AI governance framework that designates a named accountable AI lead at senior leadership level, includes a formal ethics and risk review process that must be completed before any new AI system is deployed with students, and requires an annual AI risk review to be presented to and approved by the governing body?",Yes | Partial | No | Not Applicable,,
AR_ED_19,Education,Human Resources,staff_training_ai_literacy,Cluster 6 — Workforce & Organizational Change,"Have all teaching and support staff completed mandatory, role-appropriate AI literacy training that covers AI system limitations and failure modes, bias and equity risks in educational AI, student data privacy obligations, academic integrity policy, and escalation procedures—with training effectiveness assessed and completion records maintained?",Yes | Partial | No | Not Applicable,,
AR_ED_20,Education,Ethics & Responsible AI,human_oversight_intervention,Cluster 3 — Responsible AI & Ethics,"Do all educators and pastoral staff have formally documented authority to override any AI-generated recommendation—including personalised learning plans, at-risk flags, SEND referrals, and progression decisions—with override rationale recorded in a central log that is reviewed periodically to identify systematic model issues or training needs?",Yes | Partial | No | Not Applicable,,
AR_ED_21,Education,Human Resources,staff_training_ai_literacy,Cluster 6 — Workforce & Organizational Change,"Is AI-related continuing professional development (CPD) embedded in all teaching staff development plans, with structured support for educators to critically evaluate emerging AI tools, understand evolving regulatory requirements, and share practice—and is CPD provision reviewed at least annually to reflect changes in the AI landscape in education?",Yes | Partial | No | Not Applicable,,
AR_ED_22,Education,Governance & Compliance,ai_governance_framework,"Cluster 4 — Governance, Compliance & Legal","Has the institution published a Responsible AI in Education policy—with explicit board endorsement—that addresses student welfare safeguards, equity and non-discrimination obligations, academic integrity standards, and data privacy requirements, and assigns clear accountability to named senior staff for policy implementation and annual review?",Yes | Partial | No | Not Applicable,,
AR_ED_23,Education,IT Infrastructure,incident_response_recovery,Cluster 5 — Operational & Infrastructure Risk,"Does the institution maintain a documented and annually tested AI-specific incident response playbook covering at minimum: (a) learning platform or AI tool outage affecting teaching continuity; (b) AI-generated false academic misconduct accusation; (c) student personal data breach via an EdTech vendor; and (d) AI safeguarding failure—with defined roles, notification timelines, and post-incident review requirements?",Yes | Partial | No | Not Applicable,,
AR_ED_24,Education,AI Engineering,model_monitoring_drift_management,Cluster 1 — AI Technical & Model Integrity,"Does the institution operate an ongoing AI performance monitoring process covering learning platforms, safeguarding tools, assessment AI, and administrative AI systems—with performance data, incident summaries, and equity metrics reported at defined intervals to academic leadership, the Designated Safeguarding Lead, and the governing body, and with defined escalation thresholds that trigger immediate review?",Yes | Partial | No | Not Applicable,,
AR_HC_1,Healthcare,Ethics & Responsible AI,explainability_transparency,Cluster 3 — Responsible AI & Ethics,"Does the organisation require AI-generated clinical recommendations (e.g., diagnostic scores, treatment suggestions, risk stratifications) to be accompanied by model-level explanations—such as feature contributions, confidence intervals, or uncertainty estimates—that are accessible and meaningful to the responsible clinician at the point of care?",Yes | Partial | No | Not Applicable,,
AR_HC_2,Healthcare,Ethics & Responsible AI,bias_fairness_discrimination,Cluster 3 — Responsible AI & Ethics,"Are AI models used in clinical or administrative decision-making systematically evaluated for demographic bias (e.g., across age, sex, ethnicity, socioeconomic status, disability) prior to deployment and at defined intervals thereafter, with results documented and acted upon?",Yes | Partial | No | Not Applicable,,
AR_HC_3,Healthcare,AI Engineering,model_performance_reliability,Cluster 1 — AI Technical & Model Integrity,"Are performance benchmarks for clinical AI systems (sensitivity, specificity, PPV, NPV, AUC, and—where relevant—clinical outcome metrics) formally defined before deployment, monitored continuously in production, and subject to a documented remediation or withdrawal process when thresholds are breached?",Yes | Partial | No | Not Applicable,,
AR_HC_4,Healthcare,AI Engineering,model_performance_reliability,Cluster 1 — AI Technical & Model Integrity,"Is the clinical AI system validated on representative local patient populations (including subgroups relevant to the organisation's demographics) before go-live, with external validation or independent replication studies reviewed where available?",Yes | Partial | No | Not Applicable,,
AR_HC_5,Healthcare,Ethics & Responsible AI,human_oversight_intervention,Cluster 3 — Responsible AI & Ethics,"Is there a documented, tested, and time-bound protocol for clinicians to override or escalate AI-generated recommendations, including a mechanism for recording override rationale so that patterns can be reviewed periodically to improve model performance or safeguards?",Yes | Partial | No | Not Applicable,,
AR_HC_6,Healthcare,Data & Privacy,data_access_control_usage,"Cluster 2 — Data, Privacy & Information Assets","Are technical and organisational controls in place to ensure that patient data used in AI training, inference, or fine-tuning is accessible only to authorised personnel and systems, with role-based access controls, audit logging, and periodic access reviews enforced?",Yes | Partial | No | Not Applicable,,
AR_HC_7,Healthcare,AI Engineering,model_performance_reliability,Cluster 1 — AI Technical & Model Integrity,"Does the organisation operate a continuous monitoring programme for clinical AI systems that tracks real-world performance indicators (including adverse-event signals, missed diagnoses, and near-misses), with findings fed back into a formal model-review cycle?",Yes | Partial | No | Not Applicable,,
AR_HC_8,Healthcare,Data & Privacy,privacy_personal_data_protection,"Cluster 2 — Data, Privacy & Information Assets","Has the organisation conducted and documented a Data Protection Impact Assessment (DPIA) or equivalent privacy risk assessment for each AI system that processes special-category health data, and are these assessments reviewed when the system, data flows, or applicable regulations change?",Yes | Partial | No | Not Applicable,,
